sozlesme_hesap_no;toplam_tuketim_kwh;ortalama_tuketim_kwh;medyan_tuketim_kwh;standart_sapma_kwh;minimum_tuketim_kwh;maksimum_tuketim_kwh;fatura_kayit_sayisi;ilce;hesap_sinifi;aktif_donem_sayisi;ilk_donem;son_donem;toplam_tuketim_yuzdelik;tuketim_segmenti
3128095181;335398,22;10819,297419354838;1529,72;17567,51301735279;0,0;52221,13;31;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,93637327677625;En yüksek %5
3119862760;334598,48;6560,754509803921;3521,2;7685,953474763249;0,0;27535,12;51;GÜMÜŞHACIKÖY;İçme-Kullanma Suyu (Belediye);31;2023-01-01;2025-07-01;99,93283845881938;En yüksek %5
3557830636;333761,44;9816,51294117647;280,44000000000005;17212,932763819736;0,0;55379,84;34;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,9293036408625;En yüksek %5
3077793184;329706,44;8676,485263157894;1200,245;10198,752147505993;0,0;25607,58;38;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;99,92576882290562;En yüksek %5
4694257405;313981,65;9234,754411764707;337,71000000000004;16333,001713459962;0,0;53689,08;34;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;99,92223400494873;En yüksek %5
8729043055;313006,58;7452,537619047619;379,485;13562,37064206136;0,0;44326,48;42;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,91869918699187;En yüksek %5
7784444058;296691,08;6593,135111111112;386,88;12478,873648496452;0,0;42463,44;45;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;99,915164369035;En yüksek %5
5966038883;295476,08999999997;7035,1449999999995;363,025;15381,372365726278;-12574,78;66992,87;42;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;99,91162955107812;En yüksek %5
1182818362;286719,93;11468,797199999999;11137,77;6014,466155538744;534,24;21528,36;25;HAMAMÖZÜ;Ticari Faaliyet - Yazıhane;25;2023-07-01;2025-07-01;99,90809473312125;En yüksek %5
8873190270;282320,44;8822,51375;344,06;14294,411322247981;0,0;48731,4;32;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,90455991516437;En yüksek %5
9150855017;270619,65;54123,93000000001;51729,3;54739,00482131822;0,0;109546,29;5;GÜMÜŞHACIKÖY;Sanayi;3;2023-01-01;2023-03-01;99,9010250972075;En yüksek %5
2261935315;269623,72;7287,127567567567;351,76;12626,857066123737;0,0;43613,48;37;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,89749027925062;En yüksek %5
4776300552;267763,35;8114,040909090909;282,72;14649,950935452473;0,0;51381,67;33;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,89395546129374;En yüksek %5
8648432775;267248,4;5938,8533333333335;269,04;12658,78600376524;0,0;45900,65;45;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;99,89042064333687;En yüksek %5
4683978638;263074,02;7110,108648648649;386,88;12361,575308994616;0,0;41506,58;37;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,88688582537999;En yüksek %5
2348678184;260460,01;6511,50025;371,38;12559,901660919837;0,0;42594,71;40;GÖYNÜCEK;Tarımsal Faaliyetler (Şahıs);25;2023-01-01;2025-01-01;99,88335100742312;En yüksek %5
4703789766;257826,79;5261,771224489796;4665,78;4856,7752675281845;0,0;11409,72;49;GÜMÜŞHACIKÖY;İçme-Kullanma Suyu (Belediye);31;2023-01-01;2025-07-01;99,87981618946624;En yüksek %5
4942802841;254486,24;7271,035428571428;2,28;12514,581155110352;0,0;43618,62;35;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,87628137150936;En yüksek %5
7598982997;250083,53;7815,1103125;8009,285;2180,256446225157;0,0;12992,22;32;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;99,87274655355249;En yüksek %5
2583763968;246240,78;4924,8156;282,72;9155,400019071863;0,0;33949,85;50;GÖYNÜCEK;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,86921173559563;En yüksek %5
5605000892;244675,92;4993,38612244898;7073,2;3930,1280607596073;0,0;10352,96;49;GÜMÜŞHACIKÖY;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;31;2023-01-01;2025-07-01;99,86567691763875;En yüksek %5
4650708900;238633,78999999998;7018,640882352941;425,34000000000003;12542,526874523155;0,0;40455,28;34;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,86214209968186;En yüksek %5
8502645783;218630,76;7808,2414285714285;9079,8;4432,530496175273;0,0;15018,36;28;HAMAMÖZÜ;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;22;2023-10-01;2025-07-01;99,85860728172499;En yüksek %5
3410991;214559,06;4989,745581395348;386,88;9538,2173820407;0,0;32143,14;43;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;99,85507246376811;En yüksek %5
2213264791;207123,28;6681,396129032258;6447,24;1551,3216710527354;4689,12;9709,24;31;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;99,85153764581123;En yüksek %5
7339091584;204636,77;3935,3224999999998;269,04;7792,440017375783;0,0;33545,34;52;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;99,84800282785436;En yüksek %5
9315886752;203997,66;6374,926875;346,26;10990,836903382933;0,0;41228,4;32;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,8444680098975;En yüksek %5
4569013573;196731,38;4471,1677272727275;427,885;10941,76083562355;0,0;42718,8;44;GÖYNÜCEK;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,84093319194062;En yüksek %5
7513817453;195995,14;3438,5112280701755;329,12;8166,303084204598;-4208,64;40149,13;57;GÖYNÜCEK;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;99,83739837398375;En yüksek %5
3321540838;195632,51;6113,5159375;5020,41;2723,829096944297;166,41;11072,11;32;GÜMÜŞHACIKÖY;Süt Toplama Merkezi;31;2023-01-01;2025-07-01;99,83386355602687;En yüksek %5
7165666873;191878,21;5643,4767647058825;813,72;8352,425507707587;0,0;24419,25;34;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,83032873806998;En yüksek %5
3383864487;191876,65;6852,7375;374,4;12627,505844979438;0,0;45527,79;28;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);25;2023-01-01;2025-01-01;99,8267939201131;En yüksek %5
846923927;191763,91999999998;5811,027878787878;18,41;12750,125104519015;0,0;45927,2;33;GÖYNÜCEK;Tarımsal Faaliyetler (Kooperatif);30;2023-01-01;2025-06-01;99,82325910215624;En yüksek %5
3386012916;191633,28;5807,069090909091;5630,0;2605,506451177443;0,0;11947,2;33;HAMAMÖZÜ;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;99,81972428419937;En yüksek %5
467599013;191210,1;4552,621428571429;826,56;7867,810450767587;0,0;36096,4;42;GÖYNÜCEK;Tarımsal Faaliyetler (Kooperatif);25;2023-01-01;2025-01-01;99,81618946624249;En yüksek %5
9748555001;190991,49;5968,4840625;282,72;10661,17960888516;0,0;36034,38;32;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,81265464828562;En yüksek %5
8114862109;189510,28;4622,201951219512;273,6;10178,827031940913;0,0;43033,92;41;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;99,80911983032874;En yüksek %5
8763412384;188817,78;5244,9383333333335;269,345;11453,633764571585;0,0;44272,6;36;GÖYNÜCEK;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;99,80558501237186;En yüksek %5
9323772012;182823,13999999998;5078,420555555555;2316,295;5914,852744906766;0,0;19240,88;36;HAMAMÖZÜ;Şantiye ve Geçici Aboneler;17;2024-03-01;2025-07-01;99,80205019441499;En yüksek %5
7309798041;180033,43;3273,335090909091;2496,5;2431,6734461979004;0,0;14942,25;55;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;29;2023-01-01;2025-05-01;99,79851537645811;En yüksek %5
6930431522;179744,46;4608,832307692307;386,88;8862,02170313787;0,0;38199,74;39;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;99,79498055850124;En yüksek %5
6562555625;179639,47;5283,513823529412;282,72;9680,891291116966;0,0;42248,92;34;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,79144574054436;En yüksek %5
3823749550;178004,13999999998;5235,415882352941;4294,065;3049,2555124519977;61,24;12250,74;34;GÜMÜŞHACIKÖY;Köy İçme Suyu Temini ve Dağıtımı Tesisi;31;2023-01-01;2025-07-01;99,78791092258749;En yüksek %5
4502683745;177466,03;5545,8134375;888,5550000000001;7046,911228458758;0,0;21757,92;32;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;99,78437610463061;En yüksek %5
8180703183;176243,24;4005,5281818181816;374,4;8688,967562178601;0,0;32205,03;44;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,78084128667373;En yüksek %5
7387379281;172529,88;5074,408235294118;271,32000000000005;9680,640740501498;0,0;32855,16;34;GÖYNÜCEK;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,77730646871686;En yüksek %5
216992192;170752,05;7761,456818181818;0,0;12551,430060739003;0,0;39039,84;22;GÜMÜŞHACIKÖY;Lisansız Üreticiler;22;2023-05-01;2025-02-01;99,77377165076;En yüksek %5
821617559;169037,92;8451,896;429,6;13168,74905254238;0,0;42570,8;20;GÖYNÜCEK;Tarımsal Faaliyetler (Şahıs);16;2024-04-01;2025-07-01;99,7702368328031;En yüksek %5
5919886284;168180,16;4671,671111111111;482,14;8463,48842043542;4,56;29231,72;36;GÖYNÜCEK;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;99,76670201484623;En yüksek %5
73835109;166622,94;2644,8085714285717;94,4;6764,490696954696;-205,92;29301,87;63;GÖYNÜCEK;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;99,76316719688936;En yüksek %5
9830319277;165590,81;4870,31794117647;4838,92;4824,614286379592;76,32;17236,04;34;GÜMÜŞHACIKÖY;Şantiye ve Geçici Aboneler;18;2023-01-01;2024-06-01;99,75963237893248;En yüksek %5
