sozlesme_hesap_no;toplam_tuketim_kwh;ortalama_tuketim_kwh;medyan_tuketim_kwh;standart_sapma_kwh;minimum_tuketim_kwh;maksimum_tuketim_kwh;fatura_kayit_sayisi;ilce;hesap_sinifi;aktif_donem_sayisi;ilk_donem;son_donem;toplam_tuketim_yuzdelik;tuketim_segmenti
5241862108;30445,0;585,4807692307693;544,345;164,1553777925664;298,05;919,62;52;HAMAMÖZÜ;Ticari Faaliyet - Yazıhane;26;2023-01-01;2025-02-01;98,92895015906682;En yüksek %5
1996744920;30388,68;620,1771428571428;809,46;570,873719248983;0,03;1472,81;49;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,92541534110994;En yüksek %5
1392596891;29860,16;552,965925925926;529,7850000000001;278,93686858281546;178,32;1326,14;54;GÖYNÜCEK;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;31;2023-01-01;2025-07-01;98,92188052315306;En yüksek %5
6314826165;29724,47;724,9870731707317;605,59;343,34108402755925;0,0;1322,07;41;GÖYNÜCEK;Mesken;20;2023-12-01;2025-07-01;98,91834570519619;En yüksek %5
5163334241;29700,14;958,0690322580645;1188,5;494,96674821213884;2,76;1393,54;31;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;24;2023-01-01;2024-12-01;98,9148108872393;En yüksek %5
6055073281;29684,29;478,77887096774197;460,86;160,1665521569717;221,87;830,71;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,91127606928242;En yüksek %5
3315951159;29276,09;472,195;477,22;197,1762298691448;147,39;1081,82;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,90774125132555;En yüksek %5
9609911708;29238,11;471,5824193548387;454,98;244,5457326949229;134,96;936,45;62;GÜMÜŞHACIKÖY;Mesken;31;2023-01-01;2025-07-01;98,90420643336869;En yüksek %5
5115665942;29126,32;882,6157575757576;760,51;463,6291627612411;194,74;2069,87;33;GÜMÜŞHACIKÖY;Belediye;20;2023-12-01;2025-07-01;98,90067161541181;En yüksek %5
980185258;29031,32;460,8146031746032;432,86;203,69549548304187;67,5;973,78;63;HAMAMÖZÜ;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,89713679745493;En yüksek %5
6678680314;28792,510000000002;4113,215714285715;3965,93;561,3336696314454;3580,11;4898,5;7;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;7;2023-01-01;2023-07-01;98,89360197949806;En yüksek %5
133313534;28706,05;448,53203125;294,45500000000004;418,5665985854152;0,0;1679,88;64;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,89006716154118;En yüksek %5
3918673442;28658,95;868,4530303030303;909,42;232,17648846681334;0,0;1059,62;33;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,8865323435843;En yüksek %5
5081647467;28545,07;467,95196721311476;425,59;193,51232223314764;190,94;1071,02;61;GÜMÜŞHACIKÖY;Mesken;31;2023-01-01;2025-07-01;98,88299752562743;En yüksek %5
1644921973;28295,29;602,0274468085106;148,9;845,8389602983283;0,0;2972,55;47;GÖYNÜCEK;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;98,87946270767056;En yüksek %5
8834304918;28248,9;448,39523809523814;421,98;224,72356905014644;0,0;1083,99;63;HAMAMÖZÜ;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,87592788971368;En yüksek %5
6666795544;28108,92;573,6514285714285;496,39;292,5147225710757;2,66;1561,77;49;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;25;2023-07-01;2025-07-01;98,8723930717568;En yüksek %5
3439167674;28004,3;736,9552631578947;723,405;226,33220909595084;36,99;1262,56;38;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;19;2023-01-01;2024-07-01;98,86885825379993;En yüksek %5
3010791179;27921,02;821,2064705882353;883,395;269,90940194793706;0,0;1250,83;34;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,86532343584305;En yüksek %5
5111692049;27835,59;732,5155263157894;171,12;1286,1978918706166;0,0;6386,1;38;GÖYNÜCEK;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;98,86178861788618;En yüksek %5
7087986521;27760,579999999998;462,6763333333333;464,46000000000004;163,95275309473953;0,0;874,09;60;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,8582537999293;En yüksek %5
6863708322;27751,44;447,6038709677419;425,6;200,6032408851423;101,2;867,63;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,85471898197244;En yüksek %5
6552200917;27744,829999999998;554,8965999999999;355,61;555,3409188612643;0,0;2428,72;50;GÜMÜŞHACIKÖY;Köy İçme Suyu Temini ve Dağıtımı Tesisi;23;2023-09-01;2025-07-01;98,85118416401555;En yüksek %5
2805094458;27608,63;438,2322222222222;410,94;147,93265942317922;33,52;690,51;63;GÜMÜŞHACIKÖY;Mesken;31;2023-01-01;2025-07-01;98,84764934605867;En yüksek %5
7495904749;27507,51;482,5878947368421;446,6;179,03999275637554;0,0;1218,27;57;GÖYNÜCEK;Belediye;31;2023-01-01;2025-07-01;98,8441145281018;En yüksek %5
6374352405;27507,16;2292,2633333333333;2268,295;2004,2790969021225;33,12;4885,54;12;GÖYNÜCEK;Mesken;12;2024-08-01;2025-07-01;98,84057971014492;En yüksek %5
5329044915;27501,47;491,0976785714286;70,89500000000001;692,4000549235603;0,0;2382,68;56;GÖYNÜCEK;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;98,83704489218805;En yüksek %5
8500139492;27145,33;798,3920588235295;746,565;686,0018586589338;154,56;2913,73;34;GÖYNÜCEK;Köy İçme Suyu Temini ve Dağıtımı Tesisi;31;2023-01-01;2025-07-01;98,83351007423119;En yüksek %5
7098244139;27144,15;437,80887096774194;446,235;124,88190808742812;200,06;650,14;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,82997525627431;En yüksek %5
9259801491;27078,67;443,91262295081964;415,12;168,4813385798918;207,53;993,93;61;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,82644043831743;En yüksek %5
4381432100;27066,07;933,3127586206897;162,84;1592,9920421375455;2,76;5414,48;29;GÜMÜŞHACIKÖY;Köy İçme Suyu Temini ve Dağıtımı Tesisi;18;2024-02-01;2025-07-01;98,82290562036054;En yüksek %5
3566050562;27020,41;422,19390625;426,595;114,65785232757511;0,0;687,83;64;GÖYNÜCEK;Resmi Daire;31;2023-01-01;2025-07-01;98,81937080240367;En yüksek %5
6642227777;26786,940000000002;425,18952380952385;283,71;398,9262975563627;0,0;1634,8;63;GÜMÜŞHACIKÖY;Belediye;31;2023-01-01;2025-07-01;98,81583598444679;En yüksek %5
832848777;26717,6;556,6166666666667;130,41500000000002;2116,0168798047043;0,0;14606,25;48;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);25;2023-07-01;2025-07-01;98,81230116648993;En yüksek %5
4616128316;26562,88;435,4570491803279;420,87;167,7981690240219;34,45;802,63;61;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,80876634853306;En yüksek %5
8752324773;26551,89;428,25629032258064;273,745;432,5245519241194;54,2;1951,32;62;GÜMÜŞHACIKÖY;Köy İçme Suyu Temini ve Dağıtımı Tesisi;31;2023-01-01;2025-07-01;98,80523153057618;En yüksek %5
8089060322;26341,16;424,8574193548387;382,3;160,45722392981838;181,71;842,05;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,8016967126193;En yüksek %5
7256611457;26312,21;797,3396969696969;815,36;220,10311949011606;0,0;1006,93;33;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,79816189466243;En yüksek %5
9947952739;26288,5;906,5;824,85;520,7926453013714;204,38;2407,6;29;HAMAMÖZÜ;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;18;2024-02-01;2025-07-01;98,79462707670555;En yüksek %5
4440897811;26020,31;382,65161764705886;351,39;258,51531258443424;0,0;1461,72;68;GÜMÜŞHACIKÖY;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;31;2023-01-01;2025-07-01;98,79109225874868;En yüksek %5
1082174074;25842,36;469,86109090909093;494,22;194,57899525664163;135,87;881,44;55;GÖYNÜCEK;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;31;2023-01-01;2025-07-01;98,7875574407918;En yüksek %5
300697900;25713,13;414,7279032258065;361,13;244,45875727207417;122,4;1272,53;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,78402262283493;En yüksek %5
7423308863;25565,4;3652,2000000000003;4474,89;2760,971805759704;0,0;7536,69;7;GÖYNÜCEK;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;6;2023-04-01;2023-09-01;98,78048780487805;En yüksek %5
9498890279;25448,44;403,94349206349204;400,19;86,19958208787868;45,66;617,73;63;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,77695298692117;En yüksek %5
4360984248;25312,26;767,0381818181818;804,98;205,230110249059;0,0;940,51;33;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,7734181689643;En yüksek %5
8522297611;25042,64;403,91354838709674;362,96000000000004;175,58471326247295;160,65;843,58;62;GÜMÜŞHACIKÖY;Süt Toplama Merkezi;31;2023-01-01;2025-07-01;98,76988335100742;En yüksek %5
9806238562;24926,5;958,7115384615385;938,03;215,9696531773352;653,11;1418,56;26;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;13;2023-01-01;2024-01-01;98,76634853305055;En yüksek %5
8118599429;24909,04;754,819393939394;721,22;227,4682342512273;216,95;1020,46;33;GÖYNÜCEK;Köy İçme Suyu Temini ve Dağıtımı Tesisi;31;2023-01-01;2025-07-01;98,76281371509367;En yüksek %5
2082329723;24658,88;448,34327272727273;272,55;404,6706227705879;0,0;1994,53;55;GÖYNÜCEK;Belediye;30;2023-02-01;2025-07-01;98,7592788971368;En yüksek %5
3912180428;24596,36;396,7154838709678;363,64;156,01589964873662;177,15;811,78;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,75574407917992;En yüksek %5
4914307471;24515,85;383,06015625;190,64;397,6799799132271;11,06;1504,97;64;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,75220926122304;En yüksek %5
5344517175;24479,600000000002;382,49375000000003;338,33500000000004;205,4292005448786;0,0;846,39;64;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,74867444326617;En yüksek %5
5901437060;24416,64;787,6335483870968;803,52;23,828943961547694;725,76;803,52;31;GÖYNÜCEK;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;31;2023-01-01;2025-07-01;98,74513962530929;En yüksek %5
3941446835;24377,0;840,5862068965517;1314,82;694,5342345178108;22,29;1584,12;29;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;17;2023-11-01;2025-03-01;98,74160480735242;En yüksek %5
1521721570;24365,48;392,9916129032258;333,375;182,60804009011386;188,67;815,97;62;GÖYNÜCEK;Köy İçme Suyu Temini ve Dağıtımı Tesisi;31;2023-01-01;2025-07-01;98,73806998939556;En yüksek %5
9614455329;24322,43;506,71729166666665;531,125;83,0984867552924;303,44;671,98;48;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;24;2023-01-01;2024-12-01;98,73453517143868;En yüksek %5
8903710293;24306,1;392,0338709677419;406,78;110,77290870426195;216,98;605,73;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,73100035348179;En yüksek %5
2532234759;24154,66;652,8286486486486;342,24;988,419690659911;0,0;3967,68;37;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;98,72746553552491;En yüksek %5
594535944;24132,62;389,23580645161286;330,22;210,0557492787966;145,17;994,02;62;GÜMÜŞHACIKÖY;Belediye;31;2023-01-01;2025-07-01;98,72393071756804;En yüksek %5
3185336088;23994,65;387,0104838709678;376,15;217,70680538191291;85,7;803,91;62;GÜMÜŞHACIKÖY;Mesken;31;2023-01-01;2025-07-01;98,72039589961116;En yüksek %5
64819932;23870,260000000002;385,00419354838715;377,935;122,3172038426989;172,22;651,51;62;GÜMÜŞHACIKÖY;Mesken;31;2023-01-01;2025-07-01;98,7168610816543;En yüksek %5
701289016;23824,489999999998;2978,0612499999997;81,285;5713,918054856274;0,41;15271,8;8;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);5;2025-03-01;2025-07-01;98,71332626369743;En yüksek %5
3326271821;23647,3;381,408064516129;318,29499999999996;227,54833329004572;87,39;887,49;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,70979144574055;En yüksek %5
3645496975;23628,37;5907,0925;4820,28;6251,5489232902655;454,27;13533,54;4;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);2;2025-06-01;2025-07-01;98,70625662778367;En yüksek %5
2653888955;23563,73;380,0601612903226;334,99;162,0140062301024;172,86;813,99;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,7027218098268;En yüksek %5
4901750925;23555,59;368,05609375;360,265;137,83296382304573;0,0;653,28;64;HAMAMÖZÜ;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,69918699186991;En yüksek %5
8746117866;23423,05;383,9844262295082;343,02;208,97503753259295;143,0;1241,29;61;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,69565217391305;En yüksek %5
7447869251;23384,11;377,16306451612905;377,565;59,6923995103836;239,73;513,5;62;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,69211735595617;En yüksek %5
2121463061;23293,72;363,964375;329,91999999999996;170,1510769116856;0,0;786,48;64;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,6885825379993;En yüksek %5
1900235297;23095,2;372,5032258064516;341,03999999999996;173,39474913839763;90,75;806,52;62;GÜMÜŞHACIKÖY;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;31;2023-01-01;2025-07-01;98,68504772004242;En yüksek %5
8156222007;22908,13;424,22462962962965;308,83;397,73698450634413;8,7;1595,46;54;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,68151290208554;En yüksek %5
8783482434;22839,77;570,99425;786,6;364,0402945003972;0,0;927,06;40;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;30;2023-02-01;2025-07-01;98,67797808412867;En yüksek %5
2152414614;22764,04;494,8704347826087;377,995;339,3631262229395;4,82;1663,66;46;GÖYNÜCEK;Köy İçme Suyu Temini ve Dağıtımı Tesisi;31;2023-01-01;2025-07-01;98,67444326617179;En yüksek %5
4987614526;22598,760000000002;358,71047619047624;345,01;121,162214958462;32,45;593,69;63;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,67090844821492;En yüksek %5
2923558428;22467,66;394,1694736842105;344,53;213,2874935840376;125,58;1157,51;57;GÖYNÜCEK;İktisadi İşletmeleri Hariç Dernek ve Vkf;31;2023-01-01;2025-07-01;98,66737363025804;En yüksek %5
3156642404;22421,68;800,7742857142857;741,215;516,3808009271235;0,0;1780,13;28;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;13;2023-01-01;2024-01-01;98,66383881230117;En yüksek %5
1740445265;22235,24;358,6329032258065;344,66999999999996;128,81418927527443;132,97;678,24;62;GÜMÜŞHACIKÖY;Mesken;31;2023-01-01;2025-07-01;98,66030399434429;En yüksek %5
6235413426;22230,25;364,4303278688525;385,92;259,891354793801;1,81;960,07;61;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,65676917638741;En yüksek %5
1479463017;22142,5;357,13709677419354;345,125;107,62435583306541;188,76;594,54;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,65323435843054;En yüksek %5
2084932445;22131,47;375,1096610169492;187,59;688,9754059295188;19,22;4753,8;59;GÜMÜŞHACIKÖY;Belediye;31;2023-01-01;2025-07-01;98,64969954047366;En yüksek %5
3971569485;21923,04;413,6422641509434;0,0;2473,5706732161048;-6851,44;13643,81;53;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Şahıs);31;2023-01-01;2025-07-01;98,6461647225168;En yüksek %5
9023115345;21879,93;429,01823529411763;422,47;134,92442779135112;152,51;660,1;51;GÜMÜŞHACIKÖY;Resmi Daire;26;2023-01-01;2025-02-01;98,64262990455993;En yüksek %5
4454856561;21819,86;404,0714814814815;363,03499999999997;164,51722540320077;187,74;884,03;54;GÜMÜŞHACIKÖY;Süt Toplama Merkezi;31;2023-01-01;2025-07-01;98,63909508660304;En yüksek %5
59816308;21769,94;572,8931578947368;248,9;692,5387156632189;0,0;2364,62;38;GÜMÜŞHACIKÖY;Mesken;24;2023-01-01;2024-12-01;98,63556026864616;En yüksek %5
5177574215;21619,05;348,69435483870967;333,37;118,8113210317714;189,03;692,81;62;GÜMÜŞHACIKÖY;Süt Toplama Merkezi;31;2023-01-01;2025-07-01;98,63202545068928;En yüksek %5
2666581961;21595,69;342,7887301587301;295,25;197,71425865571973;0,0;895,98;63;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,62849063273241;En yüksek %5
7038839627;21591,64;348,2522580645161;291,57500000000005;206,92306026692;99,14;1189,61;62;HAMAMÖZÜ;Resmi SAĞLIK KURULUŞLARI,RESMİ SPOR TES.;31;2023-01-01;2025-07-01;98,62495581477553;En yüksek %5
4546891464;21588,08;526,5385365853659;236,11;623,5882471774182;44,7;2886,0;41;HAMAMÖZÜ;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,62142099681867;En yüksek %5
9194818538;21570,38;829,63;903,355;202,8929452100294;223,37;997,79;26;HAMAMÖZÜ;Ticari Faaliyet - Yazıhane;24;2023-01-01;2024-12-01;98,6178861788618;En yüksek %5
2250421282;21440,09;437,55285714285714;349,37;425,68099447140776;0,0;1680,56;49;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,61435136090492;En yüksek %5
793678655;21436,989999999998;404,47150943396224;101,77;590,9413018045421;0,0;1893,31;53;GÜMÜŞHACIKÖY;Mesken;31;2023-01-01;2025-07-01;98,61081654294804;En yüksek %5
8497085052;21434,42;649,5278787878788;961,35;486,99375390474455;13,51;1196,39;33;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;21;2023-11-01;2025-07-01;98,60728172499115;En yüksek %5
5306021909;21417,05;345,43629032258065;314,575;146,33910977570937;151,23;722,71;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,60374690703428;En yüksek %5
7945275829;21250,04;452,1285106382979;459,93;98,39410805483982;0,0;636,31;47;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;24;2023-01-01;2024-12-01;98,60021208907742;En yüksek %5
4965457253;21164,34;352,739;308,33500000000004;172,68664700323632;121,07;778,22;60;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,59667727112054;En yüksek %5
3749628925;21129,2;325,0646153846154;285,45;144,75707297137637;26,05;661,41;65;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,59314245316367;En yüksek %5
4990986736;21051,4;334,1492063492064;308,83;241,40806931419075;41,7;947,69;63;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,58960763520679;En yüksek %5
9689897130;20997,81;338,6743548387097;308,87;130,85915225884972;146,84;634,81;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,58607281724991;En yüksek %5
5811626546;20964,75;635,2954545454545;0,0;1816,8720515870316;-2836,64;7164,44;33;GÖYNÜCEK;Mesken;24;2023-08-01;2025-07-01;98,58253799929304;En yüksek %5
5955512116;20833,03;336,0166129032258;317,23;173,76469052125077;67,4;783,82;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,57900318133616;En yüksek %5
9189092257;20780,62;324,6971875;272,61;181,25401866125114;0,0;808,34;64;GÜMÜŞHACIKÖY;Mesken;31;2023-01-01;2025-07-01;98,57546836337929;En yüksek %5
9790963756;20755,62;351,79016949152543;352,73;167,58234215362583;71,68;772,22;59;GÜMÜŞHACIKÖY;Resmi Daire;31;2023-01-01;2025-07-01;98,57193354542241;En yüksek %5
293501919;20752,6;1297,0375;1372,8400000000001;1561,442964305773;0,0;5085,26;16;GÖYNÜCEK;Mesken;9;2024-11-01;2025-07-01;98,56839872746554;En yüksek %5
9064146933;20717,670000000002;334,1559677419355;322,88;91,88881669873665;175,18;670,35;62;GÖYNÜCEK;Resmi Daire;31;2023-01-01;2025-07-01;98,56486390950866;En yüksek %5
4055097907;20698,86;333,8525806451613;300,255;150,57107095861585;56,08;683,78;62;GÖYNÜCEK;Mesken;31;2023-01-01;2025-07-01;98,56132909155178;En yüksek %5
1120574537;20668,88;322,95125;306,17999999999995;165,22040983784095;69,94;800,35;64;HAMAMÖZÜ;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,55779427359491;En yüksek %5
8962805441;20663,06;333,2751612903226;297,065;162,21854230637862;113,93;972,85;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,55425945563803;En yüksek %5
9232326181;20660,72;333,2374193548387;315,0;110,53555416342155;138,68;600,14;62;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,55072463768117;En yüksek %5
8923282858;20565,03;623,1827272727272;0,0;1234,1430007126219;0,0;4170,45;33;GÖYNÜCEK;Tarımsal Faaliyetler (Kooperatif);31;2023-01-01;2025-07-01;98,54718981972428;En yüksek %5
8993196234;20525,46;336,4829508196721;343,6;104,43154231910749;176,71;679,61;61;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,5436550017674;En yüksek %5
4799857552;20483,7;341,39500000000004;170,695;360,4037755991212;10,42;1173,3;60;GÜMÜŞHACIKÖY;İbadethane Isıtma/Soğutma/Lojman;31;2023-01-01;2025-07-01;98,54012018381053;En yüksek %5
6048991027;20446,47;346,5503389830509;207,21;315,0124875574371;82,7;1555,58;59;GÜMÜŞHACIKÖY;Belediye;31;2023-01-01;2025-07-01;98,53658536585365;En yüksek %5
9084166992;20401,489999999998;340,0248333333333;364,615;165,83549138126816;95,02;974,76;60;GÖYNÜCEK;Resmi SAĞLIK KURULUŞLARI,RESMİ SPOR TES.;31;2023-01-01;2025-07-01;98,53305054789678;En yüksek %5
9250352518;20397,32;370,8603636363636;351,55;225,56668999034116;88,27;1066,99;55;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,5295157299399;En yüksek %5
9092582004;20148,45;324,975;331,28999999999996;94,79741258055103;171,82;541,72;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,52598091198304;En yüksek %5
9401178264;20030,01;770,385;78,0;1797,9869709678098;0,0;8832,72;26;GÖYNÜCEK;Tarımsal Faaliyetler (Şahıs);20;2023-01-01;2024-08-01;98,52244609402617;En yüksek %5
619288786;19999,98;740,74;282,72;2119,9924669604916;0,2;11040,46;27;GÜMÜŞHACIKÖY;Tarımsal Faaliyetler (Kooperatif);25;2023-07-01;2025-07-01;98,51891127606929;En yüksek %5
688883231;19973,22;322,1487096774194;311,985;109,78207718220185;136,93;585,05;62;GÜMÜŞHACIKÖY;Mesken;31;2023-01-01;2025-07-01;98,5153764581124;En yüksek %5
8282506350;19918,78;343,4272413793103;319,225;160,93554121866376;70,22;843,25;58;HAMAMÖZÜ;Ticari Faaliyet - Yazıhane;29;2023-01-01;2025-05-01;98,51184164015552;En yüksek %5
507769457;19794,829999999998;319,2714516129032;254,01;180,9934809789421;112,73;847,76;62;GÖYNÜCEK;İç Tüketim;31;2023-01-01;2025-07-01;98,50830682219865;En yüksek %5
8694655619;19732,51;308,32046875;315,39;105,19972280170018;12,13;579,92;64;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,50477200424179;En yüksek %5
8319139699;19715,38;579,8641176470588;570,5150000000001;375,24888570781326;6,99;1362,9;34;GÖYNÜCEK;Köy İçme Suyu Temini ve Dağıtımı Tesisi;31;2023-01-01;2025-07-01;98,50123718628491;En yüksek %5
8796676100;19657,3;307,1453125;309,595;142,3472148128658;0,0;674,3;64;GÜMÜŞHACIKÖY;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;31;2023-01-01;2025-07-01;98,49770236832804;En yüksek %5
7523051087;19577,35;315,76370967741934;258,885;176,86702679691288;84,18;735,95;62;GÜMÜŞHACIKÖY;Köy İçme Suyu Temini ve Dağıtımı Tesisi;31;2023-01-01;2025-07-01;98,49416755037116;En yüksek %5
1247330957;19421,17;353,1121818181818;335,68;194,66288359804773;0,0;884,61;55;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;27;2023-05-01;2025-07-01;98,49063273241428;En yüksek %5
6623306095;19406,43;313,00693548387096;311,67;100,58098815869418;133,9;544,88;62;GÜMÜŞHACIKÖY;Belediye;31;2023-01-01;2025-07-01;98,4870979144574;En yüksek %5
8763859106;19390,85;4847,7125;5771,495;3216,287405579866;254,84;7593,02;4;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;4;2025-04-01;2025-07-01;98,48356309650053;En yüksek %5
3787701876;19380,760000000002;412,3565957446809;403,79;324,1741974703576;0,09;1055,93;47;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;26;2023-06-01;2025-07-01;98,48002827854366;En yüksek %5
7677674200;19369,12;312,40516129032255;288,76;134,19963308618006;93,39;668,1;62;GÜMÜŞHACIKÖY;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;31;2023-01-01;2025-07-01;98,47649346058678;En yüksek %5
1737683895;19343,17;311,98661290322576;315,755;144,59989151463571;58,48;677,17;62;HAMAMÖZÜ;1 SAYILI CETVELDE YER ALAN KAMU İDARESİ;31;2023-01-01;2025-07-01;98,4729586426299;En yüksek %5
2028655822;19293,13;602,9103125;0,0;1070,3570488196747;0,0;3496,23;32;GÖYNÜCEK;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,46942382467303;En yüksek %5
5397328122;19130,65;308,55887096774194;199,8;239,28445286718963;72,45;1050,51;62;GÜMÜŞHACIKÖY;Ticari Faaliyet - Yazıhane;31;2023-01-01;2025-07-01;98,46588900671615;En yüksek %5
